# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Coronavirus HKU15	JQ065043		JQ065043	Porcine coronavirus HKU15 strain HKU15-155, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Magpie-robin coronavirus HKU18	JQ065046	NC_016993	JQ065046	Magpie-robin coronavirus HKU18 strain HKU18-chu3, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Munia coronavirus HKU13	FJ376622	NC_011550	FJ376622	Munia coronavirus HKU13-3514, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Night heron coronavirus HKU19	JQ065047	NC_016994	JQ065047	Night-heron coronavirus HKU19 strain HKU19-6918, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Sparrow coronavirus HKU17	JQ065045	NC_016992	JQ065045	Sparrow coronavirus HKU17 strain HKU17-6124, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Thrush coronavirus HKU12	FJ376621	NC_011549	FJ376621	Thrush coronavirus HKU12-600, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	White-eye coronavirus HKU16	JQ065044	NC_016991	JQ065044	White-eye coronavirus HKU16 strain HKU16-6847, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Deltacoronavirus	Coronaviridae	Wigeon coronavirus HKU20	JQ065048	NC_016995	JQ065048	Wigeon coronavirus HKU20 strain HKU20-9243, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Gammacoronavirus	Coronaviridae	Avian coronavirus (Infectious bronchitis virus)	M95169	NC_001451	M95169	Avian infectious bronchitis virus pol protein, spike protein, small virion-associated protein, membrane protein, and nucleocapsid protein genes, complete cds.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Gammacoronavirus	Coronaviridae	Beluga whale coronavirus SW1	EU111742	NC_010646	EU111742	Coronavirus SW1, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Gammacoronavirus	Coronaviridae	Turkey coronavirus	EU095850	NC_010800	EU095850	Turkey coronavirus isolate MG10, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Unassigned	Coronaviridae	Bat coronavirus BM48-31/BGR/2008	GU190215	NC_014470	GU190215	Bat coronavirus BM48-31/BGR/2008, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Coronavirinae	Unassigned	Coronaviridae	Rousettus bat coronavirus	KU762338	NC_030886	KU762338	Rousettus bat coronavirus isolate GCCDC1 356, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Bafinivirus	Coronaviridae	Fathead minnow nidovirus 1	GU002364		GU002364	Fathead minnow nidovirus replicase polyprotein 1ab (pp1ab), replicase polyprotein 1a (pp1a), spike glycoprotein (S), membrane protein (M), and nucleocapsid protein (N) genes, complete cds.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Bafinivirus	Coronaviridae	White bream virus	DQ898157	NC_008516	DQ898157	White bream virus strain DF24/00, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Torovirus	Coronaviridae	Bovine torovirus (Breda virus)	AY427798	NC_007447	AY427798	Breda virus strain Breda 1, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Torovirus	Coronaviridae	Porcine torovirus	JQ860350	NC_022787	JQ860350	Porcine torovirus strain SH1, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Unassigned	Coronaviridae	Ball python nidovirus 1	KJ541759	NC_024709	KJ541759	Ball python nidovirus strain 07-53, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Unassigned	Coronaviridae	Bovine nidovirus 1	KM589359	NC_027199	KM589359	Bovine nidovirus TCH5, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Coronaviridae	Torovirinae	Unassigned	Coronaviridae	Chinook salmon nidovirus 1	KJ681496	NC_026812	KJ681496	Chinook salmon bafinivirus isolate NIDO, complete genome.	vertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Alphamesonivirus 1 (Nam Dinh virus)	DQ458789	NC_015874	DQ458789	Nam Dinh virus isolate 02VN178, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Alphamesonivirus 2 (Karang Sari virus)	KC807171		KC807171	Karang Sari virus strain JKT10701, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Alphamesonivirus 3 (Dak Nong virus)	AB753015		AB753015	Dak Nong virus RNA, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Alphamesonivirus 4 (Casuarina virus)	KJ125489	NC_023986	KJ125489	Casuarina virus isolate 0071, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Alphamesonivirus 5 (Hana virus)	JQ957872	NC_020899	JQ957872	Hana virus strain A4/CI/2004, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Alphamesonivirus	Mesoniviridae	Cavally virus	HM746600	NC_015668	HM746600	Cavally virus isolate C79, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Unassigned	Mesoniviridae	Mesonivirus 1 (Nse virus)	JQ957874	NC_020901	JQ957874	Nse virus strain F24/CI/2004, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Mesoniviridae		Unassigned	Mesoniviridae	Mesonivirus 2 (Meno virus)	JQ957873	NC_020900	JQ957873	Meno virus strain E9/CI/2004, complete genome.	invertebrates
IV_+ssRNAviruses	Nidovirales	Roniviridae		Okavirus	Roniviridae	Gill-associated virus	AF227196	NC_010306	AF227196	Gill-associated virus from Australia, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Acute bee paralysis virus	AF150629	NC_002548	AF150629	Acute bee paralysis virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Israeli acute paralysis virus	EF219380	NC_009025	EF219380	Israel acute paralysis virus of bees, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Kashmir bee virus	AY275710	NC_004807	AY275710	Kashmir bee virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Mud crab virus	HM777507	NC_014793	HM777507	Mud crab dicistrovirus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Solenopsis invicta virus 1	AY634314	NC_006559	AY634314	Solenopsis invicta virus 1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Aparavirus	Dicistroviridae	Taura syndrome virus	AF277675	NC_003005	AF277675	Taura syndrome virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Anopheles C virus	KU169878	NC_030115	KU169878	Anopheles C virus non-structural polyprotein and structural polyprotein genes, complete cds.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Aphid lethal paralysis virus	AF536531	NC_004365	AF536531	Aphid lethal paralysis virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Cricket paralysis virus	AF218039	NC_003924	AF218039	Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Cripavirus NB-1/2011/HUN	KJ802403	NC_025219	KJ802403	Cripavirus NB-1/2011/HUN, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Drosophila C virus	AF014388	NC_001834	AF014388	Drosophila C virus strain EB, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Cripavirus	Dicistroviridae	Rhopalosiphum padi virus	AF022937	NC_001874	AF022937	Rhopalosiphum padi virus complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Triatovirus	Dicistroviridae	Black queen cell virus	AF183905	NC_003784	AF183905	Black queen cell virus nonstructural polyprotein (orf1) and structural polyprotein (orf2) genes, complete cds.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Triatovirus	Dicistroviridae	Himetobi P virus	AB017037	NC_003782	AB017037	Himetobi P virus genomic RNA, complete sequence.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Triatovirus	Dicistroviridae	Homalodisca coagulata virus 1	DQ288865	NC_008029	DQ288865	Homalodisca coagulata virus-1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Triatovirus	Dicistroviridae	Plautia stali intestine virus	AB006531	NC_003779	AB006531	Plautia stali intestine virus RNA for nonstructural polyprotein, capsid protein precursor, complete cds.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Unassigned	Dicistroviridae	Centovirus AC	KX657784	NC_031687	KX657784	Centovirus AC, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Unassigned	Dicistroviridae	Formica exsecta virus 1	KF500001	NC_023021	KF500001	Formica exsecta virus 1 isolate Fex1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Unassigned	Dicistroviridae	Goose dicistrovirus	KT873140	NC_029052	KT873140	Goose dicistrovirus isolate UW1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Unassigned	Dicistroviridae	Macrobrachium rosenbergii Taihu virus	HQ113110	NC_018570	HQ113110	Macrobrachium rosenbergii Taihu virus strain cn-taihu100401, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Dicistroviridae		Unassigned	Dicistroviridae	Mosquito dicistrovirus	KX657786	NC_031688	KX657786	Mosquito dicistrovirus strain FH1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Antheraea pernyi iflavirus	KF751885	NC_023483	KF751885	Antheraea pernyi iflavirus isolate LnApIV-02, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Bombyx mori iflavirus	LC068762	NC_027713	LC068762	Bombyx mori iflavirus gene for polyprotein, complete cds, strain: BMI1.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Brevicoryne brassicae picorna-like virus	EF517277	NC_009530	EF517277	Brevicoryne brassicae picorna-like virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Deformed wing virus	AJ489744	NC_004830	AJ489744	Deformed Wing Virus gene for polyprotein, genomic RNA.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Dinocampus coccinellae paralysis virus	KF843822	NC_025835	KF843822	Dinocampus coccinellae paralysis virus strain Quebec2013, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Ectropis obliqua virus	AY365064	NC_005092	AY365064	Ectropis obliqua picorna-like virus, complete sequence.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Formica exsecta virus 2	KF500002	NC_023022	KF500002	Formica exsecta virus 2 isolate Fex2, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Heliconius erato iflavirus	KJ679438	NC_024016	KJ679438	Heliconius erato iflavirus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Infectious flacherie virus	AB000906	NC_003781	AB000906	Infectious flacherie virus genomic RNA, complete sequence.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Lygus lineolaris virus 1	JF720348		JF720348	Lygus lineolaris virus 1 isolate LlV-1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Lymantria dispar iflavirus 1	KJ629170	NC_024497	KJ629170	Lymantria dispar iflavirus 1 isolate Ames, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Moku virus	KU645789	NC_031338	KU645789	Moku virus isolate Big Island, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Nilaparvata lugens honeydew virus 1	AB766259		AB766259	Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Perina nuda virus	AF323747	NC_003113	AF323747	Perina nuda picorna-like virus, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Sacbrood virus	AF092924	NC_002066	AF092924	Sacbrood virus complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Slow bee paralysis virus	EU035616	NC_014137	EU035616	Slow bee paralysis virus strain Rothamsted polyprotein gene, complete cds.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Spodoptera exigua iflavirus 1	JN091707	NC_016405	JN091707	Spodoptera exigua Iflavirus-1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Spodoptera exigua iflavirus 2	JN870848	NC_023676	JN870848	Spodoptera exigua iflavirus 2 isolate Korean, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Spodoptera exigua iflavirus 2	KJ186788		KJ186788	Spodoptera exigua iflavirus 2 from Spain, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Iflavirus	Iflaviridae	Varroa destructor virus-1	AY251269	NC_006494	AY251269	Varroa destructor virus 1, complete genome.	invertebrates
IV_+ssRNAviruses	Picornavirales	Iflaviridae		Unassigned	Iflaviridae	Euscelidius variegatus virus 1	KX432289	NC_032087	KX432289	Euscelidius variegatus virus 1 isolate to-1, complete genome.	invertebrates
