# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
III_dsRNAviruses	Unassigned	Chrysoviridae		Chrysovirus	Chrysoviridae	Helminthosporium victoriae 145S virus	AF297176, AF297177, AF297178, AF297179	NC_005978, NC_005979, NC_005980, NC_005981	AF297176, AF297177, AF297178, AF297179	Helminthosporium victoriae 145S virus segment 1 RNA-dependent RNA polymerase mRNA, complete cds., Helminthosporium victoriae 145S virus segment 2 putative capsid protein mRNA, complete cds., Helminthosporium victoriae 145S virus segment 3 Hv145SV-protein 3 mRNA, complete cds., Helminthosporium victoriae 145S virus segment 4 Hv145SV-protein 4 mRNA, complete cds.	fungi
III_dsRNAviruses	Unassigned	Chrysoviridae		Chrysovirus	Chrysoviridae	Penicillium chrysogenum virus	AF296439, AF296440, AF296441, AF296442	NC_007539, NC_007540, NC_007541, NC_007542	AF296439, AF296440, AF296441, AF296442	Penicillium chrysogenum virus segment 1 RNA-dependent RNA polymerase gene, complete cds., Penicillium chrysogenum virus segment 2 major capsid protein gene, complete cds., Penicillium chrysogenum virus segment 3 unknown gene., Penicillium chrysogenum virus segment 4 unknown gene.	fungi
III_dsRNAviruses	Unassigned	Chrysoviridae		Chrysovirus	Chrysoviridae	Verticillium dahliae chrysovirus 1	HM004067, HM004068, HM004069, HM004070		HM004067, HM004068, HM004069, HM004070	Verticillium dahliae chrysovirus 1 segment 1, complete sequence., Verticillium dahliae chrysovirus 1 segment 2, complete sequence., Verticillium dahliae chrysovirus 1 segment 3, complete sequence., Verticillium dahliae chrysovirus 1 segment 4, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Basella alba alphaendornavirus 1	AB844265		AB844265	Basella alba endornavirus genomic RNA, complete sequence.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Bell pepper alphaendornavirus	JN019858	NC_015781	JN019858	Bell pepper endornavirus isolate BPEV-YW, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Bell pepper alphaendornavirus	KX977569		KX977569	Bell pepper endornavirus isolate Penol, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Cucumis melo alphaendornavirus	KT727022	NC_029064	KT727022	Cucumis melo endornavirus isolate CL-01, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Erysiphe cichoracearum alphaendornavirus	KT388110	NC_029095	KT388110	Erysiphe cichoracearum endornavirus isolate HBJZ1506, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Grapevine endophyte alphaendornavirus	JX678977	NC_019493	JX678977	Grapevine endophyte endornavirus, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Helicobasidium mompa alphaendornavirus 1	AB218287	NC_013447	AB218287	Helicobasidium mompa endornavirus 1 genomic RNA, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Hordeum vulgare alphaendornavirus	KT721705	NC_028949	KT721705	Hordeum vulgare endornavirus, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Hot pepper alphaendornavirus	KR080326	NC_027920	KR080326	Hot pepper endornavirus isolate CS, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Lagenaria siceraria alphaendornavirus	KF562072	NC_023641	KF562072	Lagenaria siceraria endornavirus-California isolate FB, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Oryza rufipogon alphaendornavirus	AB014344	NC_007649	AB014344	Oryza rufipogon endornavirus genomic RNA, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Oryza sativa alphaendornavirus	D32136	NC_007647	D32136	Oryza sativa endornavirus genomic RNA, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Persea americana alphaendornavirus 1	JN880414	NC_016648	JN880414	Persea americana endornavirus isolate Fuerte, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Phaseolus vulgaris alphaendornavirus 1	AB719397	NC_023678	AB719397	Phaseolus vulgaris endornavirus 1 gene for polyprotein, complete cds.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Phaseolus vulgaris alphaendornavirus 1	KT456287		KT456287	Phaseolus vulgaris endornavirus 1 isolate PvEV-1_Brazil polyprotein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Phaseolus vulgaris alphaendornavirus 2	AB719398		AB719398	Phaseolus vulgaris endornavirus 2 gene for polyprotein, complete cds.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Phaseolus vulgaris alphaendornavirus 2	KT456288		KT456288	Phaseolus vulgaris endornavirus 2 isolate PvEV-2_Brazil polyprotein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Phytophthora alphaendornavirus 1	AJ877914	NC_007069	AJ877914	Phytophthora endornavirus 1 mRNA for polyprotein.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Rhizoctonia cerealis alphaendornavirus 1	KF311065	NC_022619	KF311065	Rhizoctonia cerealis endornavirus 1, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Vicia faba alphaendornavirus	AJ000929	NC_007648	AJ000929	Vicia faba double-stranded RNA associated with the '447' cytoplasmic male sterility.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Alphaendornavirus	Endornaviridae	Yerba mate alphaendornavirus	KJ634409	NC_024455	KJ634409	Yerba mate endornavirus strain INTA, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Betaendornavirus	Endornaviridae	Alternaria brassicicola betaendornavirus 1	KP239989	NC_026136	KP239989	Alternaria brassicicola endornavirus isolate 1, complete genome.	fungi
III_dsRNAviruses	Unassigned	Endornaviridae		Betaendornavirus	Endornaviridae	Gremmeniella abietina betaendornavirus 1	DQ399289	NC_007920	DQ399289	Gremmeniella abietina type B RNA virus XL1, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Betaendornavirus	Endornaviridae	Sclerotinia sclerotiorum betaendornavirus 1	KC852908	NC_021706	KC852908	Sclerotinia sclerotiorum endornavirus-1 strain JZJL2, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Betaendornavirus	Endornaviridae	Sclerotinia sclerotiorum betaendornavirus 2	KJ123645	NC_023893	KJ123645	Sclerotinia sclerotiorum endornavirus 2 isolate 11691, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Betaendornavirus	Endornaviridae	Tuber aestivum betaendornavirus	HQ380014	NC_014904	HQ380014	Tuber aestivum endornavirus isolate Jaszag from Hungary, complete genome.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Endornavirus	Endornaviridae	Rosellinia necatrix endornavirus 1	LC076696	NC_030938	LC076696	Rosellinia necatrix endornavirus 1 genomic RNA, complete genome, strain: W1141.	plants
III_dsRNAviruses	Unassigned	Endornaviridae		Unassigned	Endornaviridae	Psophocarpus tetragonolobus endornavirus	LC144945	NC_031336	LC144945	Psophocarpus tetragonolobus endornavirus genomic RNA, complete genome.	plants
III_dsRNAviruses	Unassigned	Hypoviridae		Hypovirus	Hypoviridae	Cryphonectria hypovirus 1	M57938	NC_001492	M57938	Cryphonectria hypovirus 1 (host Cryphonectria parasitica) complete genomic RNA.	fungi
III_dsRNAviruses	Unassigned	Hypoviridae		Hypovirus	Hypoviridae	Cryphonectria hypovirus 2	L29010	NC_003534	L29010	Cryphonectria hypovirus ORFA and ORFB, complete cds.	fungi
III_dsRNAviruses	Unassigned	Hypoviridae		Hypovirus	Hypoviridae	Cryphonectria hypovirus 3	AF188515	NC_000960	AF188515	Cryphonectria hypovirus 3 isolate WY, complete genome.	fungi
III_dsRNAviruses	Unassigned	Hypoviridae		Hypovirus	Hypoviridae	Cryphonectria hypovirus 4	AY307099	NC_006431	AY307099	Cryphonectria hypovirus 4 strain SR2 polyprotein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Megabirnaviridae		Megabirnavirus	Megabirnaviridae	Rosellinia necatrix megabirnavirus 1	AB512282, AB512283	NC_013462, NC_013463	AB512282, AB512283	Rosellinia necatrix megabirnavirus 1/W779 genomic RNA, segment L1, complete sequence., Rosellinia necatrix megabirnavirus 1/W779 genomic RNA, segment L2, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Beet cryptic virus 1	EU489061, EU489062	NC_011556, NC_011557	EU489061, EU489062	Beet cryptic virus 1 putative RNA-dependent RNA polymerase (RdRp) gene, complete cds., Beet cryptic virus 1 coat protein (CP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Carrot cryptic virus	FJ550604, FJ550605		FJ550604, FJ550605	Carrot cryptic virus segment RNA 1 RNA-dependent RNA polymerase gene, complete cds., Carrot cryptic virus segment RNA 2 coat protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Cherry chlorotic rusty spot associated partitivirus (Amasya cherry disease-associated mycovirus)	AJ781168, AJ781167	NC_006441, NC_006440	AJ781168, AJ781167	Amasya cherry disease associated partitivirus RdRp gene for RNA-dependent RNA polymerase, genomic RNA., Amasya cherry disease associated partitivirus CP gene for putative coat protein, genomic RNA.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Chondrostereum purpureum cryptic virus 1	AM999771, AM999772		AM999771, AM999772	Chondrostereum purpureum cryptic virus 1, segment RNA1., Chondrostereum purpureum cryptic virus 1, segment RNA2.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Flammulina velutipes browning virus	AB465308, AB465309		AB465308, AB465309	Flammulina velutipes browning virus RdRp gene for RNA-dependent RNA polymerase, complete cds., Flammulina velutipes browning virus CP1 gene for coat protein, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 1	HQ541323, HQ541324		HQ541323, HQ541324	Heterobasidion RNA virus 1 isolate HetRV1-ab1 putative RNA-dependent RNA polymerase gene, complete cds., Heterobasidion RNA virus 1 isolate HetRV1-ab1 putative coat protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 12	KF963175, KF963176		KF963175, KF963176	Heterobasidion partitivirus 12 strain HetPV12-an1 RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 12 strain HetPV12-an1 capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 13	KF963177, KF963178		KF963177, KF963178	Heterobasidion partitivirus 13 strain HetPV13-an1 RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 13 strain HetPV13-an1 capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 13	KF963179, KF963180		KF963179, KF963180	Heterobasidion partitivirus 13 strain HetPV13-an2 RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 13 strain HetPV13-an2 capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 15	KF963186, KF963187		KF963186, KF963187	Heterobasidion partitivirus 15 strain HetPV15-pa1 RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 15 strain HetPV15-pa1 capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Heterobasidion partitivirus 3	FJ816271, FJ816272		FJ816271, FJ816272	Heterobasidion RNA Virus 3 putative RNA-dependent RNA polymerase gene, complete cds., Heterobasidion RNA Virus 3 putative coat protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Rhizoctonia solani dsRNA virus 3	KU565806, KU565807	NC_032150, NC_032149	KU565806, KU565807	Rhizoctonia solani dsRNA virus 3 segment 1, complete sequence., Rhizoctonia solani dsRNA virus 3 coat protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Rosellinia necatrix partitivirus 2	AB569997, AB569998	NC_020234, NC_020235	AB569997, AB569998	Rosellinia necatrix partitivirus 2 RdRp gene for RNA-dependent RNA polymerase, complete cds., Rosellinia necatrix partitivirus 2 CP gene for capsid protein, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Vicia cryptic virus	AY751737, AY751738	NC_007241, NC_007242	AY751737, AY751738	Vicia cryptic virus segment RNA1, complete sequence., Vicia cryptic virus segment RNA2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Vicia cryptic virus	EU605883, EU605884		EU605883, EU605884	Vicia cryptic virus isolate FA061102 segment RNA2 putative RNA-dependent RNA polymerase gene, complete cds., Vicia cryptic virus isolate FA061103 segment RNA3 putative capsid protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Vicia cryptic virus	EF173392, EF173391		EF173392, EF173391	Vicia cryptic virus putative RNA-dependent RNA polymerase (RdRp) gene, complete cds., Vicia cryptic virus coat protein (CP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Vicia cryptic virus	EF173396, EF173395		EF173396, EF173395	Vicia cryptic virus putative RNA-dependent RNA polymerase (RdRp) gene, complete cds., Vicia cryptic virus coat protein (CP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	Vicia cryptic virus	EF173394, EF173393		EF173394, EF173393	Vicia cryptic virus putative RNA-dependent RNA polymerase (RdRp) gene, complete cds., Vicia cryptic virus coat protein (CP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Alphapartitivirus	Partitiviridae	White clover cryptic virus 1	AY705784, AY705785	NC_006275, NC_006276	AY705784, AY705785	White clover cryptic virus 1 segment RNA1, complete sequence., White clover cryptic virus 1 segment RNA2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Atkinsonella hypoxylon virus	L39125, L39126, L39127	NC_003470, NC_003471, NC_003472	L39125, L39126, L39127	Atkinsonella hypoxylon virus segment 1 gene, complete cds., Atkinsonella hypoxylon virus segment 2 gene, complete cds., Atkinsonella hypoxylon virus segment 3 gene fragment.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Cannabis cryptic virus	JN196536, JN196537		JN196536, JN196537	Cannabis cryptic virus isolate Fedora17 putative RNA polymerase gene, complete cds., Cannabis cryptic virus isolate Fedora17 putative coat protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Cannabis cryptic virus	KX709964, KX709965	NC_031134, NC_031130	KX709964, KX709965	Cannabis cryptic virus isolate hemp09 RNA-dependent RNA polymerase gene, complete cds., Cannabis cryptic virus isolate hemp09 coat protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Ceratocystis polonica virus 1	AY247204, AY247205	NC_010705, NC_010706	AY247204, AY247205	Ceratocystis polonica partitivirus putative RNA-dependent RNA polymerase (RDRP) gene, complete cds., Ceratocystis polonica partitivirus putative capsid protein (CP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Ceratocystis polonica virus 1	AY260757, AY260756		AY260757, AY260756	Ceratocystis polonica partitivirus putative capsid protein (CP) gene, complete cds., Ceratocystis polonica partitivirus putative RNA-dependent RNA polymerase (RDRP) gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Ceratocystis resinifera virus 1	AY603051, AY603052	NC_010754, NC_010755	AY603051, AY603052	Ceratocystis resinifera partitivirus coat protein gene, complete cds., Ceratocystis resinifera partitivirus RNA-dependent RNA polymerase gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Crimson clover cryptic virus 2	JX971982, JX971983		JX971982, JX971983	Crimson clover cryptic virus 2 isolate IPP_IncarnatSK segment RNA 1, complete sequence., Crimson clover cryptic virus 2 isolate IPP_IncarnatSK segment RNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Dill cryptic virus 2	JX971984, JX971985	NC_021147, NC_021148	JX971984, JX971985	Dill cryptic virus 2 isolate IPP_hortorum segment RNA 1, complete sequence., Dill cryptic virus 2 isolate IPP_hortorum segment RNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Fusarium poae virus 1	AF047013, AF015924	NC_003884, NC_003883	AF047013, AF015924	Fusarium poae virus 1 RNA2 putative RNA dependent RNA polymerase gene, complete cds., Fusarium poae virus 1 RNA1 putative capsid protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Fusarium poae virus 1	LC150606, LC150607	NC_030882, NC_030877	LC150606, LC150607	Fusarium poae virus 1-240374 genomic RNA, segment 1, complete sequence, strain: 240374., Fusarium poae virus 1-240374 genomic RNA, segment 2, complete sequence, strain: 240374.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Heterobasidion partitivirus 2	HM565953, HM565954		HM565953, HM565954	Heterobasidion partitivirus 2 isolate HetRV2-pa1 putative RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 2 isolate HetRV2-pa1 putative coat protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Heterobasidion partitivirus 7	JN606091, JN606090	NC_035485, NC_035486	JN606091, JN606090	Heterobasidion partitivirus 7 isolate HetPV7-pa1-a RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 7 isolate HetPV7-pa1-a capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Heterobasidion partitivirus 8	JX625227, JX625228		JX625227, JX625228	Heterobasidion partitivirus 8 strain HetPV8-ir1 RNA-dependent RNA polymerase gene, complete cds., Heterobasidion partitivirus 8 strain HetPV8-ir1 capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Hop trefoil cryptic virus 2	JX971980, JX971981	NC_021098, NC_021099	JX971980, JX971981	Hop trefoil cryptic virus 2 isolate IPP_GelbSK segment RNA 1, complete sequence., Hop trefoil cryptic virus 2 isolate IPP_GelbSK segment RNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Pleurotus ostreatus virus 1	AY533038, AY533036	NC_006961, NC_006960	AY533038, AY533036	Pleurotus ostreatus virus segment RNA-1, complete sequence., Pleurotus ostreatus virus segment RNA-2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Primula malacoides virus 1	EU195326, EU195327	NC_013109, NC_013110	EU195326, EU195327	Primula malacoides virus China/Mar2007 putative RNA-dependent RNA polymerase gene, complete cds., Primula malacoides virus China/Mar2007 putative capsid protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Red clover cryptic virus 2	JX971978, JX971979	NC_021096, NC_021097	JX971978, JX971979	Red clover cryptic virus 2 isolate IPP_Nemaro segment RNA 1, complete sequence., Red clover cryptic virus 2 isolate IPP_Nemaro segment RNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Rhizoctonia solani virus 717	AF133290, AF133291	NC_003801, NC_003802	AF133290, AF133291	Rhizoctonia solani virus putative RNA-dependent RNA polymerase gene, complete cds., Rhizoctonia solani virus putative capsid protein mRNA, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Rosellinia necatrix partitivirus 6	LC010953, LC010952	NC_028250, NC_028251	LC010953, LC010952	Rosellinia necatrix partitivirus 6 CP gene for capsid protein, complete cds, strain: W113., Rosellinia necatrix partitivirus 6 RdRp gene for RNA dependent RNA polymerase, complete cds, strain: W113.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	Rosellinia necatrix virus 1	AB113347, AB113348	NC_007537, NC_007538	AB113347, AB113348	Rosellinia necatrix partitivirus 1-W8 genomic RNA segment 1, complete genome., Rosellinia necatrix partitivirus 1-W8 genomic RNA segment 2, complete genome.	plants
