# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Human T-lymphotropic virus 1	AF033817	NC_001436	AF033817	Human T-cell lymphotropic virus 1, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Human T-lymphotropic virus 4	EF488483	NC_011800	EF488483	Human T-lymphotropic virus 4 strain 1863LE, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Primate T-lymphotropic virus 1	AF074966	NC_000858	AF074966	Simian T-cell lymphotropic virus type 1 isolate Tan90 from Central African Republic, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Primate T-lymphotropic virus 2	M10060	NC_001488	M10060	Human T-lymphotropic virus 2, complete proviral genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Simian T-cell lymphotropic virus 6	EU231644	NC_011546	EU231644	Simian T-cell lymphotropic virus 6 strain Cmo8699AB, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Deltaretrovirus	Retroviridae-Deltaretrovirus	Simian T-lymphotropic virus 2	Y14570	NC_001815	Y14570	Simian T-cell lymphotropic virus type 2, complete proviral genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Epsilonretrovirus	Retroviridae-Epsilonretrovirus	Walleye dermal sarcoma virus	AF033822	NC_001867	AF033822	Walleye dermal sarcoma virus complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Epsilonretrovirus	Retroviridae-Epsilonretrovirus	Walleye dermal sarcoma virus	L41838		L41838	Walleye dermal sarcoma virus gag polyprotein (GAG), envelope glycoprotein (ENV), ORF-A, ORF-B, and ORF-C genes, complete cds.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Epsilonretrovirus	Retroviridae-Epsilonretrovirus	Walleye dermal sarcoma virus	EF428979		EF428979	Walleye dermal sarcoma virus isolate NY 2003, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Epsilonretrovirus	Retroviridae-Epsilonretrovirus	Walleye epidermal hyperplasia virus 1	AF133051		AF133051	Walleye epidermal hyperplasia virus type 1 long terminal repeat, complete sequence; gag polyprotein (gag-pol) gene, complete cds; pol polyprotein (gag-pol) gene, partial cds; envelope polyprotein (env) and cyclin D homolog genes, complete cds; and unknown genes.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Epsilonretrovirus	Retroviridae-Epsilonretrovirus	Walleye epidermal hyperplasia virus 2	AF133052		AF133052	Walleye epidermal hyperplasia virus type 2 long terminal repeat, complete sequence; gag polyprotein (gag-pol) gene, complete cds; pol polyprotein (gag-pol) gene, partial cds; envelope polyprotein (env) and cyclin D homolog genes, complete cds; and unknown genes	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Feline leukemia virus	AF052723	NC_001940	AF052723	Feline leukemia virus strain Rickard subgroup A, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Gibbon ape leukemia virus	M26927	NC_001885	M26927	Gibbon ape leukemia virus gag, pol, and env genes, complete cds.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Koala retrovirus	AF151794		AF151794	Phascolarctos cinereus retrovirus KoRV long terminal repeat, complete sequence; gag protein (gag), pol protein (pol), and envelope protein (env) genes, complete cds; and long terminal repeat, complete sequence.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Koala retrovirus	KC779547	NC_021704	KC779547	Koala retrovirus isolate Br2-1CETTG, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Moloney murine leukemia virus	AF033811	NC_001501	AF033811	Moloney murine leukemia virus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Moloney murine sarcoma virus	AF033813	NC_001502	AF033813	Moloney murine sarcoma virus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Murine leukemia virus	Z11128	NC_001362	Z11128	Friend murine leukemia virus FB29 complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Murine type C retrovirus	X94150	NC_001702	X94150	Retroviridae complete genome (murine type C retrovirus).	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	PreXMRV-1	FR871849	NC_007815	FR871849	PreXMRV-1 complete proviral genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	RD114 retrovirus	EU030001	NC_009889	EU030001	RD114 retrovirus isolate SC3C, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Reticuloendotheliosis virus	AY842951	NC_006934	AY842951	Reticuloendotheliosis virus strain HA9901 from China, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Spleen focus-forming virus	K00021	NC_001500	K00021	Friend spleen focus-forming virus (proviral), complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Gammaretrovirus	Retroviridae-Gammaretrovirus	Woolly monkey sarcoma virus	V01201	NC_009424	V01201	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol).	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Bovine immunodeficiency virus	M32690	NC_001413	M32690	Bovine immunodeficiency-like virus, complete proviral genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Caprine arthritis encephalitis virus	M33677	NC_001463	M33677	Caprine arthritis encephalitis virus, complete proviral genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Equine infectious anemia virus	AF033820	NC_001450	AF033820	Equine infectious anemia virus complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Feline immunodeficiency virus	M25381	NC_001482	M25381	Feline immunodeficiency virus complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Human immunodeficiency virus 1	AF033819	NC_001802	AF033819	HIV-1, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Human immunodeficiency virus 2	M30502	NC_001722	M30502	Human immunodeficiency virus 2 isolate BEN, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Ovine lentivirus	M34193	NC_001511	M34193	Ovine lentivirus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Puma lentivirus	U03982		U03982	Puma lentivirus 14 (gag), polyprotein (pol), viral infectivity factor (vif), and envelope precursor (env) genes, complete cds.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Simian immunodeficiency virus	M58410	NC_001549	M58410	Simian (African green monkey) immunodeficiency virus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Simian immunodeficiency virus SIV-mnd 2	AF367411	NC_004455	AF367411	Simian immunodeficiency virus 2 isolate SIVmnd-2, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Orthoretrovirinae	Lentivirus	Retroviridae-Lentivirus	Visna/maedi virus	L06906	NC_001452	L06906	Visna/Maedi virus strain kv1772, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	African green monkey simian foamy virus	M74895	NC_010820	M74895	Simian foamy virus type 3, gag polyprotein 3' end, pol polyprotein 3' end, env protein 3' end, orf1 3' end, orf2 partial cds, and orf3 3' end.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	Bovine foamy virus	U94514	NC_001831	U94514	Bovine syncytial virus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	Equine foamy virus	AF201902	NC_002201	AF201902	Equine foamy virus, complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	Feline foamy virus	AJ223851	NC_001871	AJ223851	feline foamy virus RNA genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	Macaque simian foamy virus	X54482	NC_010819	X54482	Simian foamy virus type 1 complete genome.	vertebrates
VI_VII_RTviruses	Ortervirales	Retroviridae	Spumaretrovirinae	Spumavirus	Retroviridae-Spumavirus	Simian foamy virus	U04327	NC_001364	U04327	Simian foamy virus SFVcpz, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Avihepadnavirus	Hepadnaviridae	Duck hepatitis B virus	X60213	NC_001344	X60213	Duck hepatitis B virus complete genome.	vertebrates
