# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 16	AB017613	NC_014091	AB017613	Torque teno virus 16 DNA, complete genome, isolate: TUS01.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 17	AX025830		AX025830	Sequence 187 from Patent WO0028039.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 18	AX025718		AX025718	Sequence 75 from Patent WO0028039.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 19	AB025946	NC_014078	AB025946	Torque teno virus 19 DNA, complete genome, isolate: TTV SANBAN.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 2	AB049608	NC_014480	AB049608	Torque teno virus 2 ORF2, ORF1 genes, complete cds, isolate: s-TTV CH71.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 20	AB060594		AB060594	Torque teno virus 20 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-10.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 21	AF348409		AF348409	Torque teno virus 21 isolate TCHN-B ORF2 and ORF1 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 22	AX174942		AX174942	Sequence 1 from Patent WO0142299.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 23	AB049607		AB049607	Torque teno virus 23 ORF2, ORF1 genes, complete cds, isolate: s-TTV CH65-2.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 24	AB060597		AB060597	Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 25	AB041959	NC_014083	AB041959	Torque teno virus 25 DNA, complete genome, isolate: Mf-TTV9.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 26	AB041958	NC_014079	AB041958	Torque teno virus 26 DNA, complete genome, isolate: Mf-TTV3.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 27	AB064595	NC_014074	AB064595	Torque teno virus 27 DNA, complete genome, isolate: CT23F.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 28	AB064598	NC_014073	AB064598	Torque teno virus 28 DNA, complete genome, isolate: CT43F.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 29	AB038621		AB038621	Torque teno virus 29 ORF2, ORF1, ORF3 genes, complete cds, isolate: TTVyon-KC009.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 3	AY666122	NC_014081	AY666122	Torque teno virus 3 strain HEL32, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 4	AB041957	NC_014069	AB041957	Torque teno virus 4 DNA, complete genome, isolate: Pt-TTV6.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 5	AF345523		AF345523	Torque teno virus 5 isolate TCHN-C1 Orf2 and Orf1 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 6	AF435014	NC_014094	AF435014	Torque teno virus 6 isolate KAV, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 7	AF261761	NC_014080	AF261761	Torque teno virus 7 isolate PMV, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 8	AB054647	NC_014084	AB054647	Torque teno virus 8 DNA, complete genome, genotype 22.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Alphatorquevirus	Anelloviridae	Torque teno virus 9	DQ187006		DQ187006	Torque teno virus 9 clone BM1C-18 ORF2 (ORF2) gene, complete cds; and nonfunctional ORF1 (ORF1) gene, complete sequence.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 1	AB026931	NC_014097	AB026931	Torque teno mini virus 1 DNA, complete genome, isolate: TLMV-CBD279.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 10	EF538880		EF538880	TTV-like mini virus isolate LIL-y1 ORF2, ORF1, ORF3, and ORF4 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 11	EF538881		EF538881	TTV-like mini virus isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 12	EF538882		EF538882	TTV-like mini virus isolate LIL-y3 ORF2, ORF1, ORF3, and ORF4 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 18	KU041847	NC_030297	KU041847	Torque teno mini virus 18 isolate 222, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 2	AB038629	NC_014086	AB038629	Torque teno mini virus 2 DNA, complete genome, isolate: TLMV-NLC023.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 3	AB038630	NC_014088	AB038630	Torque teno mini virus 3 DNA, complete genome, isolate: TLMV-NLC026.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 4	AB041963	NC_014090	AB041963	Torque teno mini virus 4 DNA, complete genome, isolate: Pt-TTV8-II.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 5	AB041962	NC_014089	AB041962	Torque teno mini virus 5 DNA, complete genome, isolate: TGP96.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 6	AB026929	NC_014095	AB026929	Torque teno mini virus 6 DNA, complete genome, isolate: TLMV-CBD203.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 7	AB038627	NC_014082	AB038627	Torque teno mini virus 7 DNA, complete genome, isolate: TLMV-CLC156.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 8	AF291073	NC_014068	AF291073	Torque teno mini virus 8 isolate PB4TL, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus 9	AB038625	NC_002195	AB038625	TTV-like mini virus complete genome, isolate:TLMV-CLC062.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus ALA22	KM259873	NC_025726	KM259873	Torque teno mini virus ALA22, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Betatorquevirus	Anelloviridae	Torque teno mini virus ALH8	KM259874	NC_025727	KM259874	Torque teno mini virus ALH8, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Deltatorquevirus	Anelloviridae	Torque teno tupaia virus	AB057358		AB057358	Torque teno tupaia virus ORF3, ORF2, ORF1 genes for hypothetical proteins, complete cds, isolate: Tbc-TTV14.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Epsilontorquevirus	Anelloviridae	Torque teno tamarin virus	AB041960	NC_014085	AB041960	Torque teno tamarin virus DNA, complete genome, isolate: So-TTV2.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Etatorquevirus	Anelloviridae	Torque teno felis virus	AB076003	NC_014072	AB076003	Torque teno felis virus ORF3, ORF2, ORF1 genes, complete cds, isolate: Fc-TTV4.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Etatorquevirus	Anelloviridae	Torque teno felis virus 2 (Anellovirus PRA1)	EF538877		EF538877	Anellovirus PRA1 isolate PRA1 ORF2, ORF1, and ORF3 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 1	AB290917	NC_009225	AB290917	Torque teno midi virus DNA, complete genome, isolate: MD1-032.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 10	AB303560		AB303560	Torque teno midi virus DNA, complete genome, isolate: MDJN14.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 11	AB303561		AB303561	Torque teno midi virus DNA, complete genome, isolate: MDJN47.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 12	AB303562		AB303562	Torque teno midi virus DNA, complete genome, isolate: MDJN51.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 13	AB303564		AB303564	Torque teno midi virus DNA, complete genome, isolate: MDJN69.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 14	AB303566		AB303566	Torque teno midi virus DNA, complete genome, isolate: MDJN97.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 15	AB449062		AB449062	Torque teno midi virus DNA, complete genome, isolate: Pt-TTMDV210.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 2	AB290919	NC_014093	AB290919	Torque teno midi virus 2 DNA, complete genome, isolate: MD2-013.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 3 (Small anellovirus isolate 2PoSMA)	EF538875		EF538875	Small anellovirus isolate 2PoSMA ORF2 and ORF1 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 4 (Small anellovirus isolate 6PoSMA)	EF538876		EF538876	Small anellovirus isolate 6PoSMA ORF2, ORF1, and ORF3 genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 5	AB303552		AB303552	Torque teno midi virus DNA, complete genome, isolate: MDJHem2.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 6	AB303553		AB303553	Torque teno midi virus DNA, complete genome, isolate: MDJHem3-1.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 7	AB303554		AB303554	Torque teno midi virus DNA, complete genome, isolate: MDJHem3-2.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 8	AB303558		AB303558	Torque teno midi virus DNA, complete genome, isolate: MDJN1.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gammatorquevirus	Anelloviridae	Torque teno midi virus 9	AB303559		AB303559	Torque teno midi virus DNA, complete genome, isolate: MDJN2.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Avian gyrovirus 2	HM590588	NC_015396	HM590588	Avian gyrovirus 2, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Chicken anemia virus	M55918	NC_001427	M55918	Chicken anemia virus ORF1 (Cux-1), ORF2 (Cux-1), and ORF3 (Cux-1) genes, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus 4	JX310702	NC_018401	JX310702	Gyrovirus 4 strain D137, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus GyV3	JQ308210	NC_017091	JQ308210	Gyrovirus GyV3, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus GyV7-SF	KM111536	NC_025215	KM111536	Gyrovirus GyV7-SF, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus GyV8	KR137527	NC_027430	KR137527	Gyrovirus GyV8, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus Tu243	KF294861	NC_022788	KF294861	Gyrovirus Tu243, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Gyrovirus	Anelloviridae	Gyrovirus Tu789	KF294862	NC_022789	KF294862	Gyrovirus Tu789, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Iotatorquevirus	Anelloviridae	Torque teno sus virus 1a	AB076001	NC_014070	AB076001	Torque teno sus virus 1 ORF3, ORF2, ORF1 genes, complete cds, isolate: Sd-TTV31.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Iotatorquevirus	Anelloviridae	Torque teno sus virus 1b	AY823990	NC_027059	AY823990	Torque teno sus virus 1b isolate 1p, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Kappatorquevirus	Anelloviridae	Torque teno sus virus k2	AY823991	NC_014092	AY823991	Torque teno sus virus k2 isolate 2p, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Kappatorquevirus	Anelloviridae	Torque teno sus virus k2b	JQ406846		JQ406846	Torque teno sus virus k2b isolate 38E23, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Lambdatorquevirus	Anelloviridae	Torque teno zalophus virus 1	FJ459582	NC_012126	FJ459582	California sea lion anellovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Thetatorquevirus	Anelloviridae	Torque teno canis virus	AB076002	NC_014071	AB076002	Torque teno canis virus ORF3, ORF2, ORF1 genes, complete cds, isolate: Cf-TTV10.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Gorilla anellovirus	KT027939	NC_030650	KT027939	Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Rodent Torque teno virus 2	KM668486	NC_025966	KM668486	Rodent Torque teno virus 2 isolate RN_2_Se15, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Seal anellovirus 2	KF373760	NC_024891	KF373760	Seal anellovirus 2, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Seal anellovirus 3	KF373758	NC_024890	KF373758	Seal anellovirus 3, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Seal anellovirus 4	KM262783	NC_026138	KM262783	Seal anellovirus 4 ORF1 gene, complete cds.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Seal anellovirus TFFN/USA/2006	HQ287751	NC_015212	HQ287751	Seal anellovirus TFFN/USA/2006, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Small anellovirus 1	AY622908	NC_007013	AY622908	Small anellovirus 1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Small anellovirus 2	AY622909	NC_007014	AY622909	Small anellovirus 2, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Torque teno Tadarida brasiliensis virus	KM434181	NC_024908	KM434181	Torque teno Tadarida brasiliensis virus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	Torque teno virus	FR751463	NC_015783	FR751463	Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32).	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Unassigned	Anelloviridae	TTV-like mini virus	JX134044	NC_020498	JX134044	TTV-like mini virus isolate TTMV_LY1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Anelloviridae		Zetatorquevirus	Anelloviridae	Torque teno douroucouli virus	AB041961	NC_014087	AB041961	Torque teno douroucouli virus DNA, complete genome, isolate: At-TTV3.	vertebrates
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Diatodnavirus	Bacilladnaviridae	Chaetoceros diatodnavirus 1	AB781089		AB781089	Chaetoceros setoense DNA virus DNA, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Kieseladnavirus	Bacilladnaviridae	Avon-Heathcote Estuary associated kieseladnavirus	KY405008	NC_033744	KY405008	Avon-Heathcote estuary associated bacilladnavirus isolate AHEaBavV1, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Chaetoceros protobacilladnavirus 1	AB193315	NC_007193	AB193315	Chaetoceros salsugineum DNA virus DNA, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Chaetoceros protobacilladnavirus 2	AB844272	NC_023441	AB844272	Chaetoceros sp. DNA virus 7 genes for putative replication-associated protein, hypothetical proteins, complete cds, isolate: Csp07DNAV.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Chaetoceros protobacilladnavirus 3	AB553581	NC_015211	AB553581	Chaetoceros lorenzianus DNA Virus DNA, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Chaetoceros protobacilladnavirus 4	AB597949	NC_014748	AB597949	Chaetoceros tenuissimus DNA virus DNA, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Marine protobacilladnavirus 1	KF133809	NC_025707	KF133809	Bacillariodnavirus LDMD-2013, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Snail associated protobacilladnavirus 1	KY405006	NC_033746	KY405006	Amphibola crenata associated bacilladnavirus 1 isolate GaBacV1, complete genome.	algae
II_ssDNAviruses	Unassigned	Bacilladnaviridae		Protobacilladnavirus	Bacilladnaviridae	Snail associated protobacilladnavirus 2	KY405007	NC_033741	KY405007	Amphibola crenata associated bacilladnavirus 2 isolate GaBacV2, complete genome.	algae
II_ssDNAviruses	Unassigned	Bidnaviridae		Bidensovirus	Bidnaviridae	Bombyx mori bidensovirus	EU623082, EU623083		EU623082, EU623083	Bombyx mori densovirus Zhenjiang segment VD1, complete sequence., Bombyx mori densovirus Zhenjiang segment VD2, complete sequence.	invertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Barbel circovirus	GU799606	NC_015399	GU799606	Barbel circovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 1	JX863737		JX863737	Bat associated circovirus 1 isolate XOR, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 2	KC339249	NC_021206	KC339249	Bat associated circovirus 2 isolate XOR7, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 3	JQ814849		JQ814849	Rhinolophus ferrumequinum circovirus 1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 4	KT783484	NC_028045	KT783484	Tadarida brasiliensis circovirus 1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 5	KJ641727		KJ641727	Bat associated circovirus 5 isolate BtPa-CV-1/NX2013, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 6	KJ641724		KJ641724	Bat associated circovirus 6 isolate BtRa-CV/JS2013, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 7	KJ641723		KJ641723	Bat associated circovirus 7 isolate BtRs-CV/HuB2013, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Bat associated circovirus 8	KJ641711		KJ641711	Bat associated circovirus 8 isolate BtMr-CV/GD2012, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Beak and feather disease virus	AF071878	NC_001944	AF071878	Beak and feather disease virus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Canary circovirus	AJ301633	NC_003410	AJ301633	Canary circovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Canine circovirus	KC241982	NC_020904	KC241982	Canine circovirus isolate UCD1-1698, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Chimpanzee associated circovirus 1	GQ404851		GQ404851	Chimpanzee stool avian-like circovirus Chimp17, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Duck circovirus	AY228555	NC_005053	AY228555	Mulard duck circovirus isolate DuCV, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	European catfish circovirus	JQ011377	NC_025246	JQ011377	Silurus glanis circovirus isolate H5, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Finch circovirus	DQ845075	NC_008522	DQ845075	Finch circovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Goose circovirus	AJ304456	NC_003054	AJ304456	Goose circovirus complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Gull circovirus	DQ845074	NC_008521	DQ845074	Gull circovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Human associated circovirus 1	GQ404856		GQ404856	Human stool-associated circular virus NG13, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Mink circovirus	KJ020099	NC_023885	KJ020099	Mink circovirus strain MiCV-DL13, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Pigeon circovirus	AF252610	NC_002361	AF252610	Columbid circovirus (CoCV), complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Porcine circovirus 1	AF071879	NC_001792	AF071879	Porcine circovirus 1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Porcine circovirus 2	AY651850		AY651850	Porcine circovirus 2 strain JX0301, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Raven circovirus	DQ146997	NC_008375	DQ146997	Raven circovirus isolate 4-1131, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Starling circovirus	DQ172906	NC_008033	DQ172906	Starling circovirus, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Swan circovirus	EU056309	NC_025247	EU056309	Cygnus olor circovirus isolate H51, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Circovirus	Circoviridae	Zebra finch circovirus	KP793918	NC_026945	KP793918	Zebra finch circovirus isolate 8454V25-1, complete genome.	vertebrates
II_ssDNAviruses	Unassigned	Circoviridae		Cyclovirus	Circoviridae	Bat associated cyclovirus 1	HM228874	NC_034547	HM228874	Bat cyclovirus GF-4c putative Rep and putative Cap genes, complete cds.	vertebrates
